1047,79692,2500
1047,79693,2900
1047,79694,3800
1047,81391,2599
1047,79695,3000
1047,81392,3299
1047,81393,3999
1047,79696,4699
1047,79696,4200
1047,79697,4800
1047,81394,3300
1047,81394,3299
1047,84909,4000
1047,84998,4000
1047,81395,3699
1047,81396,4799
1047,84910,5000
1047,84999,5000
1047,84911,5200
1047,85000,5200
1047,81397,5400
1047,89522,4700
1047,84912,4600
1047,85001,4600
1047,89523,5000
1047,81399,4199
1047,89524,5700
1047,89525,5700
1047,79698,5599
1047,79698,5500
1047,84913,5800
1047,85002,5800
1047,84914,6000
1047,85003,6000
1047,89526,8800
1047,89527,8500
1047,81400,7000
1047,81400,6099
1047,89528,9800
1047,89529,9500
1047,79699,9000
1047,79699,8199
1047,79699,7400
1047,81401,7799
1047,75444,3849
1047,75446,3199
1047,75448,4699
1047,75448,Unspecified
1047,79700,6500
1047,84915,4500
1047,85004,4500
1047,84916,5500
1047,85005,5500
1047,84917,5700
1047,85006,5700
1047,84918,6700
1047,85007,6700
1047,84919,7500
1047,85008,7500
1047,89530,7500
1047,84920,9500
1047,85009,9500
1047,89531,4000
1047,89532,5000
1047,89533,6500
1047,84921,2800
1047,85010,2800
1047,81406,2699
1047,81407,3999
1047,84922,3600
1047,85011,3600
1047,84923,3800
1047,85012,3800
1047,84925,2500
1047,85014,2500
1047,81408,2999
1047,84926,3200
1047,85015,3200
1047,87289,1150
1047,59100,2644
1047,67337,2421
1047,59101,2841
1047,79703,2900
1047,79704,2700
1047,79705,4000
1047,67340,2842
1047,75450,2999
1047,81409,2499
1047,84927,2600
1047,85016,2600
1047,81410,2300
1047,81410,2599
1047,81411,3699
1047,84928,3600
1047,85017,3600
1047,84929,3800
1047,85018,3800
1047,81412,4399
1047,84930,3700
1047,85019,3700
1047,81413,4199
1047,84931,4500
1047,85020,4500
1047,79706,5299
1047,79706,5299
1047,79706,5000
1047,81414,6499
1047,89534,1500
1047,89535,2000
1047,89547,2700
1047,89548,3900
1047,89549,2500
1047,89550,3200
1047,89551,4400
1047,75443,2700
1047,75443,Unspecified
872,44506,3525
872,44507,2618
872,44508,3143
872,44509,2210
872,44510,3854
872,44511,2713
872,44512,2975
872,44513,2042
1064,69845,1750
1064,71237,1695
1064,71237,1595
1064,71237,1395
1064,69846,2495
1064,69846,2495
1064,73407,4395
1064,79975,3300
1064,79975,Unspecified
1064,79976,3400
1064,79977,2700
1064,79978,2800
1064,77479,2795
1064,73408,2695
1064,73406,3595
1064,73406,3395
1064,71239,5935
1064,71239,3995
1064,79979,6750
1064,79980,6800
1064,79981,4150
1064,79982,4300
1064,78252,5695
1064,78250,4695
1064,71238,1995
1064,79983,2550
1064,79984,2700
1064,79985,2000
1064,79986,2100
1064,73404,2295
1064,73404,2195
1064,71236,2995
1064,82345,2995
1064,73321,2595
1064,76327,2595
1064,73320,2995
1064,76326,2995
1064,67661,2390
1064,67659,3980
1064,67660,4690
1064,71229,3595
1064,71229,3250
1064,67641,4930
1064,67640,4930
1064,67639,5643
1064,61854,Unspecified
1064,71240,2995
1064,73324,2895
1064,73323,3295
1064,81771,4450
1064,81772,4000
1064,69843,3695
1064,69843,3600
1064,67645,2940
1064,67642,4530
1064,71230,3195
1064,76879,5096
1064,67644,3862
1064,76983,3296
1064,76881,4495
1064,76882,3195
1064,81773,2650
1064,81774,3200
1064,81775,2250
1064,81776,2050
